Ticker,Basic EPS (FY),Basic EPS (TTM),EPS Diluted (TTM),EBITDA (TTM),Gross Profit (MRQ),Gross Profit (FY),Total Revenue (FY),EPS Diluted (FY),Last Year Revenue (FY),Net Income (FY)
TXMD,-0.715,-0.7143,-0.7143,-149479000,12774260,42699566,49646937,-0.715,49646937,-176144999
AN,4.9944,5.0096,4.9712,963400000,848800000,3342500000,21335700000,4.9724,21335700000,450000000
QUOT,-0.4065,-0.4065,-0.4065,8943000,46313000,172554000,436160000,-0.4065,436160000,-37057000
TCOM,1.7867,1.8052,1.6239,,937784217.152003,4094731572.2826,5161613637.41539,1.6647,5161613637.41539,1014637840.29382
ACLS,0.5232,0.5232,0.5016,32085000,44316000,146946000,342958000,0.5036,342958000,17034000
PRSC,-0.2652,-0.3018,-0.3022,45828000,22557000,92212999.9999999,1509944000,-0.2652,1509944000,966000
SCPE,-0.0001,,,,0,0,0,-0.0001,0,-2500.00000001
FATE,-1.4393,-1.4363,-1.4363,-98534000,,,10680000,-1.4393,10680000,-98149000
TTWO,2.95,2.9898,2.9718,588280000,480706000,1100602000,2668394000,2.9,2668394000,333837000
SUM,0.5264,0.5232,0.505,432882000,132710000.00000001,478706000,2222140000,0.5242,2222140000,59066000
ESTE,0.0248,0.0205,0.017,121863000,27051000,80598000,191262000,0.0245,191262000,719000
LOVE,-3.2778,-0.8396,-0.8396,-8625590,24876041,87747070,165881297,-3.2778,165881297,-6704356
CLRO,-1.866,-0.5482,-0.5482,-6907000,2537000,13371000,28156000,-1.866,28156000,-16687000
QTT,-0.3864,-1.3181,-1.3181,,163862270.319786,568673112.008044,806106768.5501411,-0.3864,806106768.5501411,-389278085.400443
VIE,-1.7075,,,,,,50000000,-1.7075,50000000,-86429000
GXGX,0.0712,0.0706,0.0706,,0,0,0,0.0712,0,2512971
GWPH,-0.2924,-0.3353,-0.3741,-113737000,103159714.76674,285309190.269638,312620782.608944,-0.2924,312620782.608944,-9056334.839818
FLNT,-0.022,-0.0218,-0.0222,23063000,20431000,73309000,281684000,-0.022,281684000,-1747000
AMWD,4.8405,4.9676,4.954,241135000,72348000,291073000,1645319000,4.8291,1645319000,83688000
FTEK,-0.3244,-0.325,-0.325,-6492000,29000,10830000,30467000,-0.3244,30467000,-7852000
RYB,-0.0612,-0.0745,-0.0804,7585820,3104099.592065,25610995.681774,156357556.45651498,-0.0612,156357556.45651498,-1787394.525813
CLUB,-0.6978,-0.6975,-0.6975,39449000,7097000.00000001,28551000,466760000,-0.6978,466760000,-18558000
TK,-3.0836,-3.0838,-3.0863,675844000,187937000,466616000,1922441000,-3.0836,1922441000,-310577000
MX,-0.6359,-0.6496,-0.6496,71385000,54288000,185417000.000002,797001000.000007,-0.6359,797001000.000007,-21826000.0000002
MOR,-0.9118,-0.9075,-0.9075,-113584000,9107470.52983747,62915321.4827901,80312024.5424008,-0.9118,80312024.5424008,-115298343.236155
KOP,3.2228,3.2211,3.1548,191100000,58100000,283600000,1772800000,3.1612,1772800000,66599999.99999999
LEU,-2.5402,-2.5518,-2.5617,-15300000,6800000,26000000,209700000,-2.5402,209700000,-16500000
RUHN,-0.1708,-0.1836,-0.1839,,24821687.6862253,50964263.55965091,162921037.570593,-0.1708,162921037.570593,-10913608.9381784
SVMK,-0.5614,-0.5612,-0.5612,-21162000,62640000,227267000,307421000,-0.5614,307421000,-73859000
DCPH,-4.4847,-4.401,-4.401,-199896000,-445000,,25000000,-4.4847,25000000,-192256000
DFIN,1.1026,1.1,1.0967,127000000,59300000,282700000,874700000,1.0962,874700000,37600000
AUG,-0.11436283,-0.11390013,-0.11390013,-10974358.97435897,-54752.26527858,-225178.33044149,0,-0.11436283,0,-10744553.69192211
VFF,-0.11004539,0.26782477,0.25422961,-12999546.82779456,-598461.96100247,9112325.15121204,142350424.1493264,-0.11004539,142350424.1493264,-4882619.54832189
CAMT,,,0.5473,,15841000.0000175,64784000.0000074,134019000.000015,0.57,134019000.000015,20823000.0000023
DXLG,-0.1559,-0.1566,-0.1569,23538000,50728000,179638000,474038000,-0.1559,474038000,-7796000
BFYT,2.6717,2.6559,2.4748,,,,381808000,2.4747,381808000,29614000
VNET,-0.2756,-0.3587,-0.3589,141424000,31721168.89048681,135887776.924523,513983833.07296294,-0.2756,513983833.07296294,-30990575.7359027
HEBT,-0.3264,-0.2614,-0.2614,,,7577952.00000794,25036204.0000264,-0.3264,25036204.0000264,-5144715.00000543
SINO,-0.4531,-0.3666,-0.3666,-4450800,1265479,5764537,41771047,-0.4531,41771047,-6533844
PLYA,-0.0335,-0.0359,-0.0365,135227000,22810000.0002373,159118000.001243,636477000.004972,-0.0335,636477000.004972,-4357000.00003404
IRTC,-2.1598,-2.1665,-2.1665,-42858000,45189000,162067000,214552000,-2.1598,214552000,-54568000
DISCA,3.4486,3.4582,2.8552,4495000000,1497000000,5965000000,11133000000,2.8577,11133000000,2049000000
SFUN,-1.2936,-0.3321,-0.3337,,61521045.936175,244226630.663454,302744069.10776705,-1.2936,302744069.10776705,-114807877.225106
ZDGE,-0.3316,-0.3027,-0.3031,-1062000,1973000,6010000,8816000,-0.3316,8816000,-3344000
OIIM,-0.019,-0.02,-0.02,,10133981.7588,31967942.4576,60927890.3296,-0.019,60927890.3296,-5038990.9298
PTCT,-4.2739,-4.4742,-4.4742,-160617000,84944000,267195000,306980000,-4.2739,306980000,-251576000
MNPR,-0.3049,-0.3692,-0.3692,-4096840,0,0,0,-0.3049,0,-3227932
ABMD,5.7673,5.4287,5.3305,273094000,181588000,639865000,769432000,5.6124,769432000,259016000.00000003
MNTX,-0.4313,-0.4312,-0.4316,6829000,9580000,40456000,224776000,-0.4313,224776000,-8492000
LIVX,-0.7276,-0.7386,-0.7386,-28383000,119000,-4857000,33701000,-0.7276,33701000,-37762000
PFHD,0.2426,0.2458,0.2458,,,,29413000,0.2426,29413000,2106000
CNST,-3.0389,-3.0662,-3.0662,-85297000,-194000,-758000,0,-3.0389,0,-85550000
KZIA,-1.2773,-0.5433,-0.5433,-6863610,,-775547.75261468,0,-1.2773,0,-7344810.88474288
WINS,,,,,,,,,,
AMN,2.4407,2.4404,2.3946,244019000,180126000,684945000,2222107000,2.3951,2222107000,113988000
PLAB,0.449,0.5272,0.5155,150102000,34602000,120841000,550660000,0.443,550660000,29793000
SUNW,-1.6106,-1.9934,-1.9934,-4053000,2913000,11880000,70965000,-1.6106,70965000,-5740000
RDVT,-1.0291,-1.0192,-1.0192,-8214000,4796000,15140000,30286000,-1.0291,30286000,-11076000
ASUR,-4.1449,1.9349,,23542000,8178000,31549000,73150000,-4.1449,73150000,-64292000
IFMK,-0.7887,-0.6033,-0.6033,-1797800,4314647,20392592,125431439,-0.7887,125431439,-12003443
OIS,-3.9039,-3.9013,-3.9013,95433000,16333000,94446000,1017354000,-3.9039,1017354000,-231808000
CHUY,0.3715,0.367,0.3648,46466000,10383000,50415000.0000001,426357000,0.3694,426357000,6215000
CALX,-0.3218,-0.3251,-0.3252,-2611000,54712000,192350000,424330000,-0.3218,424330000,-17694000
KRKR,-8.0655,-3.1111,-3.5208,,22209886.9627784,39843964.00489701,94879853.9329152,-8.0655,94879853.9329152,-123076539.657298
DNR,0.4721,0.4755,0.441,564856000,112607000,490468000,1260360000,0.4528,1260360000,216959000
CPRT,2.5671,3.184,3.0758,905831000,253838000,876614000,2041957000,2.4607,2041957000,591693000
AMK,-0.0061,-0.0081,-0.0081,57530000,23002000,101582000,417936000,-0.0061,417936000,-420000
CBNK,1.2302,1.2297,1.2086,,,,107872000,1.2095,107872000,16895000
STAA,0.3157,0.3153,0.2996,15696000,28824000,111954000,150185000,0.2996,150185000,14048000
BXRX,-3.4818,,-3.4818,-46593000,-111000,-480000,0,-3.4818,0,-32557000.00000001
MUDSU,,,,-875900,0,0,0,,0,2610824
PTE,-3.7047,-3.7472,-3.7472,-86412000,255000,181000,5652000,-3.7047,5652000,-92493000
ICD,-0.8054,-0.8073,-0.8073,42638000,-118000,13322000,203602000,-0.8054,203602000,-60788000
NVAX,-5.506,-5.6773,-5.6773,-123921000,,,18662000,-5.506,18662000,-132693999.99999999
OCFT,-0.7685,-0.6905,-0.6905,,36881873.75599531,110980337.317363,336887838.821366,-0.7685,336887838.821366,-240318513.750584
BRID,0.7144,0.7125,0.7125,13024000,15054000,61664000,188785000,0.7144,188785000,6484000
SHAK,0.6318,0.6478,0.6274,91486000,23989000,107208000,594519000,0.6148,594519000,19827000
LXU,-3.4394,-3.3854,-3.3854,40404000,-12277000,4984999.99999997,365070000,-3.4394,365070000,-63417000
CDZI,-1.1122,-1.115,-1.115,-11724000,,,441000,-1.1122,441000,-29528000
PAACU,0.0144,0.0299,0.0299,-919360,0,0,0,0.0144,0,190391
AIHS,-0.1758,-0.2478,-0.2478,-342410,813519.00000009,800833.00000104,2921063.00000378,-0.1758,2921063.00000378,-4549869.00000588
SRNE,-2.2004,-2.2448,-2.2914,-181944000,9253500,15254000,31432000,-2.3538,31432000,-292068000
OMER,-1.706,-1.7019,-1.7019,-61615000,32488000,109150000,111805000,-1.706,111805000,-84486000
IMMU,-1.8448,-1.8434,-1.8434,-320752000,-764000,-3791000,295000,-1.8448,295000,-357190000
MSBF,0.8051,0.8078,0.8035,,,,25529000,0.8003,25529000,4103000
PFSW,-0.1116,-0.1117,-0.1137,11254000,20813000,73521000,294022000,-0.1116,294022000,-2170000
BCLI,-1.0615,-1.0512,-1.0512,-22837000,-50000,-164000,0,-1.0615,0,-23253000
RMED,-4.3326,-4.3433,-4.3433,-55980000,-360000,-1651000,7199000,-4.3326,7199000,-56957000
VEEV,2.0374,2.0378,1.9026,308202000,213635000,794628000,1104081000,1.9,1104081000,301118000
SYNA,-0.6619,-0.4399,-0.4609,128199999.99999999,156300000,485400000,1472200000,-0.6619,1472200000,-22900000
HUBG,3.2199,3.2204,3.2008,269307000,65218000.0000001,256625999.99999997,3668117000,3.201,3668117000,107171000
CYTK,-2.1136,-2.1152,-2.1152,-107410000,,,26868000,-2.1136,26868000,-121692000
PRPO,-13.8198,-5.3487,-5.3487,-7634000,28000,225000,2864000,-13.8198,2864000,-15694000
IKNX,-0.4108,-0.4105,-0.4105,-179790,1547579,5397189,17618559,-0.4108,17618559,-813558
LSACU,-0.0002,,,,0,0,0,-0.0002,0,-1450
RTTR,-3.6584,-2.6413,-2.6413,-16408700,-28126,-5700,0,-3.6584,0,-16868711
IFRX,-1.4016,-2.1633,-2.1633,-62121500,-197709.28166725,-205276.45696401,0,-1.4016,0,-35174238.8757587
SESN,-1.1822,-1.2094,-1.2094,-36652000,-55000,-219000,0,-1.1822,0,-107500000
XENT,-1.3698,-1.3709,-1.3709,-41759000,24548000,87369000,109142000,-1.3698,109142000,-42994000
FWP,-1.2588,-0.8399,-0.8399,,,-3996.129953,0,-1.2588,0,-8713561.361959
DXCM,1.1098,1.1005,1.0809,191000000,309300000,931500000,1476000000,1.0953,1476000000,101100000
CZZ,1.4664,1.4520837,1.3978,1626740000,394548197.09945893,1625102430.1918702,5225016204.42334,1.4073,5225016204.42334,333693977.716265
GURE,-1.4948,-1.2205,-1.2205,-6467240,1943828.00000201,317951.00000034,2594941.00000274,-1.4948,2594941.00000274,-69963986.0000738
ABEO,-1.5149,-1.5253,-1.5253,-69271000,-2072000,-8677000,0,-1.5149,0,-76282000
LJPC,-4.2973,-4.2979,-4.2979,-100213000,4981000,14803000,23054000,-4.2973,23054000,-116508000
OSUR,0.2701,0.2697,0.2675,16335000,29839000,94583000,154605000,0.2679,154605000,16656000
GNMK,-0.822,-0.8232,-0.8232,-34546000,9117000,28603000,88021000,-0.822,88021000,-47350000
SSYS,-0.1999,-0.1997,-0.1998,40121000,75720000,305761000,636080000,-0.1999,636080000,-10849000
LCA,0,,,,0,0,0,0,0,0
RDHL,-1.4294,-1.415,-1.415,-42109800,804472.600326,4045046.16568,6311355.512969,-1.4294,6311355.512969,-42440881.198639
CSSE,-0.1639,-1.8752,-1.8752,-405730,-1519476,14186941,26859519,-0.1639,26859519,-844972
CENTA,1.6344,1.5111,1.4889,195568000,127466000,689541000,2383010000,1.6106,2383010000,92786000
CHNG,-0.1611,-0.8147,-0.8215,-3475000,0,0,0,-0.1611,0,-52012000
DBD,-4.4498,-4.4539,-4.4539,465800000,273200000,1076400000,4408300000,-4.4498,4408300000,-341300000
CENT,1.6344,1.5111,1.4889,195568000,127466000,689541000,2383010000,1.6106,2383010000,92786000
IGMS,-4.795,,,,-714000,-2333000,0,-4.795,0,-43133000
ASGN,3.3087,3.3112,3.2726,415000000,277200000,1049099999.9999998,3923900000,3.2715,3923900000,174700000
KLXE,-4.3229,-4.2677,-4.2677,40400000,-3600000,74000000,544000000,-4.3229,544000000,-96400000
FARO,-3.5751,-3.5692,-3.5695,-4013000,43601000,198132000,381765000,-3.5751,381765000,-62147000
VSAT,-1.1281,0.01,0.0065,365869000,182138000,520881999.99999994,2068257999.9999995,-1.1281,2068257999.9999995,-67623000
TRS,2.1769,2.1807,2.1669,151040000,41720000,178880000,723530000,2.163,723530000,98620000
CNET,-0.8841,-0.1853,-0.1853,-3600000,878000.00000099,1877000.00000203,57146000.0000603,-0.8841,57146000.0000603,-14025000.0000148
ZOM,-0.1861,-0.1908,-0.1908,-18996700,-203693.00000059,-787613.0000001,0,-0.1861,0,-19784054.0000024
VSTO,-12.6015,-1.1859,-1.1863,94395000,88790000,415688000,2058527999.9999995,-12.6015,2058527999.9999995,-648443000
TWNK,0.571,0.5758,0.5592,173924000,64548000,284701000,907675000,0.5503,907675000,63115000
HHHH,-0.0082,0.0336,0.0336,-578540,0,0,0,-0.0082,0,-60837.00000007
SUMR,-1.9822,-1.9823,-1.9823,5786000,13086000,51165000,173181000,-1.9822,173181000,-4164000
RMBL,-1.6977,-1.903,-1.903,-31225100,11540855,11652285,156398231,-1.6977,156398231,-25181817
Z,-1.4796,-1.4784,-1.4784,-148357000,334330000,1248879000,2742837000,-1.4796,2742837000,-305361000
TMSR,0.0621,-0.0376,-0.0376,-18220,983724,4519623,23191354,0.0621,23191354,1449992
QUMU,-0.6198,-0.6237,-0.7501,-3641000,4041000,17232000,25362000,-0.6288,25362000,-6443000
RMNI,-0.1198,-0.1331,-0.1379,23130000,45808000,175946000,281052000,-0.1198,281052000,17529000
HKIB,,,,,16439763.8651936,60813147.4296613,61519085.9461932,,61519085.9461932,59720367.7606991
MCHX,-0.0889,-0.0891,-0.0891,1529000,11039000,42644000,106132000,-0.0889,106132000,-4042000
IMXI,0.5239,0.5226,0.5204,4863000,5010000.00000001,19269000,275333000,0.5216,275333000,19609000
ADBE,6.0693,6.6724,6.6048,4139770000.000001,2590000000,9283461000,11131425000,6.0041,11131425000,2951458000
IT,2.5974,2.5966,2.5655,677795000,698965000,2482974000,4245321000,2.5644,4245321000,233290000
Y,59.4379,59.3317,59.3193,,,,8381181000.000001,59.3902,8381181000.000001,857801000
ACM,-1.6623,-1.7195,-1.7383,989486000,165800000,840045000.000002,20173329000,-1.6623,20173329000,-261050000
ARWR,0.7242,0.563,0.5417,49912600,,,168795577,0.6894,168795577,67974849
TCON,-7.4726,-7.5089,-7.5089,-22274000,-4000,-22000,0,-7.4726,0,-22674000
KEX,2.3762,2.3768,2.3709,479529000,129684000,588721000,2838399000,2.3699,2838399000,141978000
XELA,-1.0908,-1.8932,-1.8932,164878000,54581000,230863000,1586222000,-1.0908,1586222000,-162517000
GRTS,-2.8143,-2.7962,-2.7962,-93195000,,,4365000,-2.8143,4365000,-94433000
AMEH,0.4067,0.4049,0.3783,52694200,22384008,74533000.0000001,560618097,0.3878,560618097,14116545
IVR,2.4162,2.425,2.4248,837978000,330074000,207829000,246002000,2.416,246002000,364101000
JKS,3.0716,2.9503,2.5948,,245513668.08132,786078184.5948,4304907917.997131,2.8076,4304907917.997131,130055412.938212
SCVX.U,-0.0007,,,,,0,0,-0.0007,0,-21214
AAU,-0.02386879,-0.0234139,-0.0234139,-3468882.17522659,-27529.45619335,-20703.61692781,0,-0.02386879,0,-2571142.91990042
HBP,-0.8386,-0.8363,-0.8365,3000000,35600000,162000000,812000000,-0.8386,812000000,-21300000
CBMB,0.1729,0.1582,0.1579,,,,8283529,0.1729,8283529,673122
SAVA,-0.266,-0.265,-0.265,-8831000,-14000,-58000,0,-0.266,0,-4631000
EPSN,0.3206,0.3194,0.3191,14802300,2959239.00000863,11393852.0000014,26690336.0000032,0.3206,26690336.0000032,8697999.00000105
ACH,0.1662,0.0227,0.0227,,407615915.621161,2149486928.5123,27026021421.1783,0.1662,27026021421.1783,111976227.588158
SGMO,-0.849,-0.8736,-0.8769,-101250000,,,102428000,-0.849,102428000,-95186000
SDGR,,,,,10006000,42900000,66638999.99999999,,66638999.99999999,-28425000
CLVS,-7.4327,-7.4392,-7.4392,-359538000,30154000,108320000,143006000,-7.4327,143006000,-400424000
CBMG,-2.6331,-2.6247,-2.6247,-45353900,-1302910,-5360761,339920,-2.6331,339920,-49984054
NUVA,1.2556,1.2543,1.2184,256648000.00000003,193751000,723823000,1168070000,1.2271,1168070000,65233999.99999999
CCCL,-14.0823,-13.6498,-13.6498,-79338600,,-176212.4755958,75289122.64547159,-14.0823,75289122.64547159,-63272368.788693
LE,0.5964,0.5951,0.5918,76574000,210723000,590756000,1450201000,0.5964,1450201000,19290000
RPD,-1.1049,-1.1041,-1.1041,-29231000,64179000,228383000,326947000,-1.1049,326947000,-53845000
INVE,-0.1291,-0.1286,-0.1311,4140000,6980000,34978000,83755000,-0.1291,83755000,-1151000
AMRC,0.9538,0.9502,0.9283,88271000,44462000,164312000,866933000,0.9301,866933000,44436000
RYAAY,4.4784,5.169,5.1415,1873870000,253203707.295225,1810289802.40918,8908973035.65273,4.4357,8908973035.65273,1024299261.64064
MNOV,-0.2999,-0.3008,-0.3008,-14007100,-5597,-23944,0,-0.2999,0,-12941658
CGC,-1.9216288,-4.70453056,-4.70453056,-595504916.1364951,19495662.23250434,22011302.81821925,169423256.85841537,-1.9216288,169423256.85841537,-513071596.99090534
KERN,-2.0357,,,,1667363,6285941,10919785,-2.0357,10919785,-12306547
EXEL,1.0609,1.0609,1.019,377818000,229790000,934678000,967775000,1.0191,967775000,321012000
EYES,-2.2839,-2.338,-2.338,-30196000,373000,1227000,3379000,-2.2839,3379000,-33592000
TROV,-2.7966,-3.0332,-3.0332,-16184300,,,244632,-2.7966,244632,-16414159
BOXL,-0.7234,-0.6526,-0.6526,-4684280,3217277,7760326,37841277,-0.7234,37841277,-7177883
ASMB,-3.7182,-3.7273,-3.7273,-100119000,,,15963000,-3.7182,15963000,-97634000
BDR,-0.1505,0.249,0.2174,-4205000,1531000,8419000,21707000,-0.1505,21707000,-1339000
TTM,-6.0232,-0.1966,-0.2394,3493060000,2336632410.6655703,6176539462.77671,44163957550.9289,-6.0232,44163957550.9289,-4121406968.1349
CDLX,-0.722,-0.7658,-0.7737,-11363000,28953000,87815000,210430000,-0.722,210430000,-17144000
ZSAN,-2.2943,-2.3559,-2.3559,-35673000,-387000,-1524000,0,-2.2943,0,-37589000
TEDU,-1.6391,,,,,199455294.053558,338419837.522383,-1.6391,338419837.522383,-90037169.8739858
CYOU,1.5872,1.8028,1.7994,,85747145.860407,324643398.683675,485327069.33626,1.5714,485327069.33626,84256319.25705601
TACT,0.0691,0.0692,0.0648,1714000,4599000,21935000,45748000,0.0672,45748000,516000
STNE,0.7342425,0.7317814,0.7192,48561900,43699355.0598176,155029651.775864,279317977.713121,0.7216,279317977.713121,203620248.179606
IDRA,-2.9623,-2.9325,-2.9325,-45766000,-26000,1328000,1448000,-2.9623,1448000,-56515000
ALAC,0.1434,0.1036,0.1036,-484110,0,0,0,0.1434,0,2090361
RUN,0.2262,0.2193,0.1991,-16677000,57108000,196194000,858578000,0.2126,858578000,26335000
PPSI,-0.6491,-1.4836,-1.4839,-6532000,206000,17438000,106390000,-0.6491,106390000,-5664000
HUD,0.1374,0.0877,0.0864,477700000,99500000,449600000,1953700000,0.1367,1953700000,12700000
SNBR,2.777,2.789,2.7033,173961000,276114000,1051923000,1698352000,2.6963,1698352000,81845000
ESTA,-1.8572,-1.8566,-1.8566,-27641000,16359000.0000002,54861000.0000004,89565000.0000006,-1.8572,89565000.0000006,-38150000.0000003
NOVN,-1.1671,-1.1766,-1.1766,-27777000,,,4896000,-1.1671,4896000,-30641000
ALSK,0.0923,0.0927,0.0912,60509000,21564000,88803000,231694000,0.0908,231694000,4928000
EXLS,1.9697,1.9705,1.9482,155986000,75463000,280394000,991346000,1.948,991346000,67659000
IVAC,0.0498,0.0467,0.0429,7522000,16493000,40868000,108885000,0.0492,108885000,1148000
LPCN,-0.5026,-0.503,-0.503,-12884900,-3861,,164990,-0.5026,164990,-13007344
USFD,1.7661,1.766,1.7532,1130000000,1237000000,4587000000,25939000000,1.75,25939000000,385000000
PTI,-1.1562,-1.1566,-1.1566,-59740000,-355000,,5000000,-1.1562,5000000,-59125000
CARA,-2.493,-2.4823,-2.4823,-110881000,,,19886000,-2.493,19886000,-106373000
GLDD,0.8172,0.813,0.7953,133029000,34635000,151782000,711518000,0.799,711518000,51971000
CRTX,-1.943,-1.6114,-1.6114,-38980000,-76000,-188000,0,-1.943,0,-36980000
ENV,-0.3295,-0.3502,-0.3527,88980000,40652000,136491000,900127000,-0.3295,900127000,-16782000
ITMR,-0.1863,-0.419,-0.419,-3385480,6287097.504394,18177743.674868,24110404.21952,-0.3878,24110404.21952,-1723382.070179
AEHR,-0.2338,-0.1448,-0.1449,-2053000,3202000,7602000,21056000,-0.2338,21056000,-5235000
RYAM,-2.1182,-2.0546,-2.0546,95103000,13184000,47888000,1775392000,-2.1182,1775392000,-106887000
MNST,2.0433,2.0434,2.0251,1475040000,610768000,2518585000,4200819000.000001,2.0267,4200819000.000001,1107835000
MYOS,-0.4837,-0.485,-0.485,-3817000,-492000,-1663000,1032000,-0.4837,1032000,-4258000
DXPE,2.0433,2.0432,1.9537,91296000,78333000,347224000,1267189000,1.955,1267189000,36035000
SKY,-1.0882,1.0829,1.0762,111304000,68901000,240539000,1360043000,-1.0882,1360043000,-58208000
AA,-6.0811,-6.0579,-6.0579,1608000000,214000000,1202000000,10495000000,-6.0811,10495000000,-1125000000
ORLY,18.069,18.0784,17.8913,2191600000,1324584000,5127391000,10149985000,17.8825,10149985000,1391042000
JMIA,,,,-245343000,24864227.6276176,76104429.8117598,179536434.161492,,179536434.161492,-253721352.573653
RAD,-15.076,-7.5641,-7.569,477935000,1188975000,4676352000,21639557000,-15.076,21639557000,-796832000
ANTE,-7.1639,-6.0585,-6.0585,,,-8076745.30278,24523972.068535,-7.1639,24523972.068535,-90016145.663603
BE,-4.5384,-2.5145,-2.5145,-171431000,53161000,111431000,742038000,-4.5384,742038000,-241753000
BLBD,0.9185,0.9494,0.9368,54647000,21100000,133473999.99999999,1018874000,0.8985,1018874000,24300000
FEYE,-1.2421,-1.2489,-1.2489,-96465000,150176000,563960000,889152000,-1.2421,889152000,-257409000
GNLN,-0.5635,-3.1575,-3.1575,-17568500,-774000,15068935,178934937,-0.5635,178934937,-5887711
BPTH,-3.2364,-3.2617,-3.2617,-8491000,-39000,-230000,0,-3.2364,0,-8599000
ALPN,-2.6345,-2.7599,-2.7599,-46850000,,,705000,-2.6345,705000,-36487000
CIDM,-0.4375,-0.4407,-0.4407,3631000,3603000,23663000,53534000,-0.4375,53534000,-16233000
PHR,-1.2266,-11.0164,-11.0164,975130,17584000,49658170,99888805,-1.2266,99888805,-45260763
MTSI,-5.8429,-5.941,-5.9637,815000,49550000,175836000,499708000,-5.8429,499708000,-383798000
CHKP,5.4827,5.5004,5.4439,905585000,481800000.000532,1777700000.0001998,1994800000.00022,5.4306,1994800000.00022,825700000.00009
NFLX,4.2643,4.267,4.1337,11946900000,2001411000,7716234000,20156447000,4.1325,20156447000,1866916000
IO,-3.4109,-3.4163,-3.4163,27811000,14311000,69094000,174679000,-3.4109,174679000,-48199000
KTOS,0.1179,0.1179,0.1145,76300000,44700000,182600000,717500000,0.1145,717500000,12500000
QRTEB,-1.0755,-1.1049,-1.1051,1957000000,919000000,3109000000,13458000000,-1.0755,13458000000,-456000000
AUMN,-0.0533,-0.0556,-0.0556,-6689000,-26000,-82000,7730000,-0.0533,7730000,-5386000
STRM,-0.3001,0.0449,-0.1818,2716560,3887000,13291000,22365000,-0.3001,22365000,-5865000
WMGI,-0.9022,-0.8016,-0.8016,107657000,190896000.000012,700338000.002061,920900000.00271,-0.9022,920900000.00271,-114225000.000336
MARK,-0.6241,-0.7363,-0.7363,-15482000,268000,43607000,79110000,-0.6241,79110000,-21558000
DFFN,-1.7594,-2.1566,-2.1566,-11453900,-27075,-97915,0,-1.7594,0,-11799379
DWSN,-0.6563,-0.6557,-0.6561,5878000,-2439000,923000,145773000,-0.6563,145773000,-15213000
GPL,-0.05652365,-0.10747734,-0.10747734,12922809.66767372,6445435.31999668,-5576340.61534292,56403034.05927376,-0.05652365,56403034.05927376,-9549815.45476446
SEDG,3.0583,3.0429,2.8932,217845000,143249000,479338000,1425660000,2.9196,1425660000,146549000
PRTK,-3.9275,-3.9351,-3.9351,-115221000,7080000,12552000,16544000,-3.9275,16544000,-128789999.99999999
IMVT,0,,,,0,0,0,0,0,-448
TDAC,-0.0625,,0.0322,-1100140,0,0,0,-0.0625,0,-443675
SMPL,0.5888,0.3408,0.3224,90041000,59753000,209909000,523383000.00000006,0.5576,523383000.00000006,47536000
BLIN,-8.1621,-38.4879,-38.5619,-5386000,1263000,3972000,9952000,-8.1621,9952000,-9474000
PRAH,3.7674,3.7793,3.694,481715000,206308000,761743000,3066262000,3.6819,3066262000,243020000
NOG,-0.1998,-0.2039,-0.2043,401620000,45717000,214368000,601239000,-0.1998,601239000,-76318000
IMBI,-0.3353,-6.8539,-6.8539,-23641000,39533000,200604000,596637000,-0.3353,596637000,-22157000
FAMI,-0.0263,-0.0258,-0.0258,3082390,,5422124.00000644,30841875.0000365,-0.0263,30841875.0000365,-307437.00000036
RTIX,-0.053,-0.1603,-0.1686,21708000,41487000,140123000,280855000,-0.053,280855000,-1250000
OUNZ,-0.26,2.8175,2.8175,32549000,-173817,-712052,-148638,-0.26,-148638,-2907415
AMZN,23.4575,23.4769,23.0177,36530000000,33460000000,114986000000,280522000000,22.9921,280522000000,11588000000
CREE,-2.9824,-3.6736,-3.6736,39373000,58300000,375400000,1080000000,-2.9824,1080000000,-308900000
SCON,-4.0315,-2.4077,-2.4077,-8668000,-796000,-1899000,1556000,-4.0315,1556000,-8131000
GLOB,1.4764,1.476,1.4327,110188000,65412000.00000001,222672000,659325000,1.4338,659325000,54015000
MFIN,0.0602,0.0603,0.0542,,37429000,147696000,152949000,0.06,152949000,1466000
CBZ,1.3023,1.3039,1.267,102867000,2432000,124928000,948424000,1.2651,948424000,70714000
IMAX,0.7644,0.7649,0.7635,145340000,62968000.00018311,211417000.000025,395664000.0000481,0.7622,395664000.0000481,46866000.0000057
YGYI,-1.0884,-1.1884,-1.1893,-19284000,19738000,95032000,162445000,-1.0884,162445000,-20070000
FICO,6.6295,7.1425,6.8435,291031000,205950000,817112000,1160083000,6.342,1160083000,192124000
INTT,0.2238,0.2242,0.2236,6313000,6465000,29225000,60660000,0.2234,60660000,2322000
AHCO,-0.6648,,-0.1046,-2091570,25699000,86189383,529644246.99999994,-0.6648,529644246.99999994,-14995895
ENDP,-1.8697,-1.8646,-1.8646,1194740000,364744000,1345026000,2914364000,-1.8697,2914364000,-422636000
TZAC,0.0745,0.1278,0.1278,-389240,0,0,0,0.0745,0,574131
VTNR,-0.2792,-0.2816,-0.2816,4406050,9696671,21408363,163365565,-0.2792,163365565,-7327950
CLWT,-0.4636,-0.346,-0.346,,,3699000,20104000,-0.4636,20104000,-1434000
